step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
15549,6.54284, -3.5776, 4.5222, -0.686452, 4.49402, 4.19401, -2.97147, -3.08284, -1.60303, 4.93662, -4.50896, 5.15578, -1.72946, 4.20017, 1.22741, 0.627477, 2.00172, 3.9757, -2.10653, -3.35963, -3.56737, 6.3141, 2.65153, 3.06219, -4.05988, 2.27001, 3.11038, 2.08715, 5.17873, 6.86999, -0.612691, -1.23972, -3.06514, -5.78783, 3.09768, 6.91094, -4.489, 0.254813
15559,6.54272, -3.57763, 4.52235, -0.6868, 4.49414, 4.194, -2.97162, -3.08275, -1.60294, 4.93654, -4.50912, 5.1559, -1.72966, 4.20028, 1.22729, 0.627223, 2.00169, 3.97569, -2.10665, -3.35971, -3.56743, 6.3145, 2.65177, 3.06236, -4.06016, 2.27, 3.11036, 2.08734, 5.17892, 6.87004, -0.612306, -1.23968, -3.0652, -5.78823, 3.09785, 6.91116, -4.48898, 0.254813
15569,6.5426, -3.57766, 4.52251, -0.687148, 4.49426, 4.194, -2.97176, -3.08266, -1.60284, 4.93646, -4.50929, 5.15601, -1.72986, 4.2004, 1.22717, 0.626969, 2.00167, 3.97568, -2.10676, -3.35979, -3.56749, 6.3149, 2.65201, 3.06252, -4.06044, 2.26999, 3.11035, 2.08753, 5.1791, 6.8701, -0.611922, -1.23963, -3.06527, -5.78863, 3.09802, 6.91138, -4.48897, 0.254813
15579,6.54248, -3.57769, 4.52267, -0.687498, 4.49437, 4.19399, -2.9719, -3.08257, -1.60275, 4.93637, -4.50946, 5.15613, -1.73006, 4.20051, 1.22705, 0.626714, 2.00164, 3.97566, -2.10688, -3.35986, -3.56755, 6.3153, 2.65225, 3.06268, -4.06072, 2.26997, 3.11033, 2.08772, 5.17929, 6.87016, -0.611537, -1.23959, -3.06534, -5.78903, 3.09819, 6.9116, -4.48896, 0.254813
15589,6.54236, -3.57772, 4.52283, -0.687847, 4.49449, 4.19399, -2.97204, -3.08248, -1.60265, 4.93629, -4.50963, 5.15624, -1.73026, 4.20063, 1.22693, 0.626459, 2.00161, 3.97565, -2.107, -3.35994, -3.56761, 6.31571, 2.65248, 3.06284, -4.061, 2.26996, 3.11032, 2.08791, 5.17948, 6.87022, -0.611152, -1.23955, -3.06541, -5.78943, 3.09836, 6.91182, -4.48895, 0.254812
15599,6.54224, -3.57775, 4.52298, -0.688197, 4.49461, 4.19399, -2.97218, -3.08239, -1.60256, 4.93621, -4.5098, 5.15635, -1.73046, 4.20074, 1.22681, 0.626204, 2.00159, 3.97564, -2.10712, -3.36002, -3.56767, 6.31611, 2.65272, 3.063, -4.06128, 2.26995, 3.1103, 2.0881, 5.17966, 6.87027, -0.610767, -1.2395, -3.06548, -5.78983, 3.09853, 6.91204, -4.48894, 0.254812
15609,6.54212, -3.57777, 4.52314, -0.688548, 4.49473, 4.19398, -2.97233, -3.0823, -1.60246, 4.93613, -4.50997, 5.15646, -1.73066, 4.20086, 1.22669, 0.625948, 2.00156, 3.97563, -2.10724, -3.36009, -3.56772, 6.31651, 2.65295, 3.06316, -4.06156, 2.26994, 3.11029, 2.0883, 5.17985, 6.87033, -0.610383, -1.23946, -3.06555, -5.79023, 3.09869, 6.91226, -4.48893, 0.254812
15619,6.542, -3.5778, 4.5233, -0.688899, 4.49484, 4.19398, -2.97247, -3.08221, -1.60237, 4.93604, -4.51014, 5.15658, -1.73086, 4.20097, 1.22657, 0.625692, 2.00153, 3.97562, -2.10736, -3.36017, -3.56778, 6.31691, 2.65319, 3.06332, -4.06184, 2.26993, 3.11028, 2.08849, 5.18003, 6.87038, -0.609998, -1.23942, -3.06562, -5.79063, 3.09886, 6.91248, -4.48892, 0.254812
15629,6.54187, -3.57783, 4.52346, -0.68925, 4.49496, 4.19397, -2.97261, -3.08212, -1.60227, 4.93596, -4.51031, 5.15669, -1.73106, 4.20109, 1.22645, 0.625436, 2.0015, 3.9756, -2.10748, -3.36025, -3.56784, 6.31732, 2.65342, 3.06348, -4.06212, 2.26992, 3.11026, 2.08868, 5.18022, 6.87044, -0.609613, -1.23938, -3.0657, -5.79103, 3.09903, 6.9127, -4.48891, 0.254812
15639,6.54175, -3.57786, 4.52361, -0.689602, 4.49508, 4.19397, -2.97276, -3.08204, -1.60218, 4.93587, -4.51048, 5.1568, -1.73126, 4.2012, 1.22633, 0.625179, 2.00148, 3.97559, -2.1076, -3.36032, -3.5679, 6.31772, 2.65366, 3.06364, -4.0624, 2.2699, 3.11025, 2.08887, 5.1804, 6.87049, -0.609229, -1.23934, -3.06577, -5.79142, 3.0992, 6.91292, -4.48889, 0.254812
15649,6.54163, -3.57788, 4.52377, -0.689955, 4.4952, 4.19397, -2.9729, -3.08195, -1.60208, 4.93579, -4.51065, 5.15692, -1.73146, 4.20131, 1.22621, 0.624922, 2.00145, 3.97558, -2.10773, -3.3604, -3.56796, 6.31812, 2.65389, 3.0638, -4.06268, 2.26989, 3.11023, 2.08906, 5.18058, 6.87054, -0.608844, -1.23929, -3.06584, -5.79182, 3.09937, 6.91314, -4.48888, 0.254812
15659,6.54151, -3.57791, 4.52393, -0.690308, 4.49532, 4.19396, -2.97305, -3.08186, -1.60199, 4.9357, -4.51082, 5.15703, -1.73166, 4.20143, 1.22609, 0.624664, 2.00142, 3.97557, -2.10785, -3.36048, -3.56802, 6.31852, 2.65413, 3.06396, -4.06296, 2.26988, 3.11022, 2.08926, 5.18077, 6.8706, -0.60846, -1.23925, -3.06591, -5.79222, 3.09953, 6.91336, -4.48887, 0.254812
15669,6.54138, -3.57794, 4.52409, -0.690661, 4.49543, 4.19396, -2.97319, -3.08177, -1.60189, 4.93562, -4.51099, 5.15714, -1.73186, 4.20154, 1.22597, 0.624406, 2.00139, 3.97555, -2.10797, -3.36056, -3.56807, 6.31892, 2.65436, 3.06412, -4.06324, 2.26987, 3.1102, 2.08945, 5.18095, 6.87065, -0.608075, -1.23921, -3.06598, -5.79262, 3.0997, 6.91358, -4.48886, 0.254812
15679,6.54126, -3.57796, 4.52424, -0.691015, 4.49555, 4.19395, -2.97334, -3.08167, -1.60179, 4.93553, -4.51116, 5.15725, -1.73206, 4.20166, 1.22586, 0.624148, 2.00137, 3.97554, -2.10809, -3.36063, -3.56813, 6.31933, 2.6546, 3.06427, -4.06351, 2.26986, 3.11019, 2.08964, 5.18113, 6.8707, -0.607691, -1.23917, -3.06606, -5.79302, 3.09987, 6.9138, -4.48885, 0.254812
15689,6.54114, -3.57799, 4.5244, -0.691369, 4.49567, 4.19395, -2.97348, -3.08158, -1.6017, 4.93545, -4.51133, 5.15737, -1.73226, 4.20177, 1.22574, 0.623889, 2.00134, 3.97553, -2.10822, -3.36071, -3.56819, 6.31973, 2.65483, 3.06443, -4.06379, 2.26985, 3.11017, 2.08983, 5.18132, 6.87075, -0.607307, -1.23913, -3.06613, -5.79341, 3.10004, 6.91402, -4.48884, 0.254812
15699,6.54101, -3.57801, 4.52456, -0.691724, 4.49579, 4.19395, -2.97363, -3.08149, -1.6016, 4.93536, -4.5115, 5.15748, -1.73246, 4.20188, 1.22562, 0.62363, 2.00131, 3.97552, -2.10834, -3.36079, -3.56825, 6.32013, 2.65507, 3.06459, -4.06407, 2.26983, 3.11016, 2.09003, 5.1815, 6.8708, -0.606922, -1.23909, -3.0662, -5.79381, 3.1002, 6.91423, -4.48883, 0.254812
15709,6.54089, -3.57804, 4.52471, -0.69208, 4.49591, 4.19394, -2.97378, -3.0814, -1.60151, 4.93527, -4.51166, 5.15759, -1.73266, 4.202, 1.2255, 0.62337, 2.00128, 3.9755, -2.10847, -3.36086, -3.56831, 6.32053, 2.6553, 3.06474, -4.06435, 2.26982, 3.11014, 2.09022, 5.18168, 6.87085, -0.606538, -1.23904, -3.06628, -5.79421, 3.10037, 6.91445, -4.48882, 0.254812
15719,6.54076, -3.57806, 4.52487, -0.692436, 4.49603, 4.19394, -2.97392, -3.08131, -1.60141, 4.93518, -4.51183, 5.1577, -1.73286, 4.20211, 1.22538, 0.62311, 2.00125, 3.97549, -2.10859, -3.36094, -3.56836, 6.32093, 2.65553, 3.0649, -4.06463, 2.26981, 3.11013, 2.09042, 5.18186, 6.8709, -0.606154, -1.239, -3.06635, -5.7946, 3.10054, 6.91467, -4.48881, 0.254812
15729,6.54064, -3.57809, 4.52503, -0.692792, 4.49615, 4.19393, -2.97407, -3.08122, -1.60132, 4.9351, -4.512, 5.15781, -1.73306, 4.20222, 1.22526, 0.62285, 2.00122, 3.97548, -2.10872, -3.36102, -3.56842, 6.32134, 2.65576, 3.06506, -4.06491, 2.2698, 3.11011, 2.09061, 5.18204, 6.87095, -0.60577, -1.23896, -3.06643, -5.795, 3.10071, 6.91489, -4.4888, 0.254811
15739,6.54051, -3.57811, 4.52518, -0.693149, 4.49627, 4.19393, -2.97422, -3.08113, -1.60122, 4.93501, -4.51217, 5.15793, -1.73326, 4.20234, 1.22514, 0.622589, 2.0012, 3.97547, -2.10884, -3.36109, -3.56848, 6.32174, 2.656, 3.06521, -4.06518, 2.26979, 3.1101, 2.0908, 5.18222, 6.871, -0.605385, -1.23892, -3.0665, -5.7954, 3.10087, 6.91511, -4.48878, 0.254811
15749,6.54038, -3.57814, 4.52534, -0.693506, 4.49638, 4.19393, -2.97436, -3.08104, -1.60112, 4.93492, -4.51234, 5.15804, -1.73346, 4.20245, 1.22502, 0.622328, 2.00117, 3.97545, -2.10897, -3.36117, -3.56854, 6.32214, 2.65623, 3.06537, -4.06546, 2.26978, 3.11008, 2.091, 5.1824, 6.87105, -0.605001, -1.23888, -3.06658, -5.79579, 3.10104, 6.91533, -4.48877, 0.254811
15759,6.54026, -3.57816, 4.5255, -0.693864, 4.4965, 4.19392, -2.97451, -3.08095, -1.60103, 4.93483, -4.51251, 5.15815, -1.73366, 4.20256, 1.2249, 0.622067, 2.00114, 3.97544, -2.1091, -3.36125, -3.56859, 6.32254, 2.65646, 3.06552, -4.06574, 2.26976, 3.11007, 2.09119, 5.18258, 6.8711, -0.604617, -1.23884, -3.06665, -5.79619, 3.10121, 6.91554, -4.48876, 0.254811
15769,6.54013, -3.57818, 4.52565, -0.694222, 4.49662, 4.19392, -2.97466, -3.08085, -1.60093, 4.93474, -4.51268, 5.15826, -1.73387, 4.20268, 1.22478, 0.621805, 2.00111, 3.97543, -2.10923, -3.36133, -3.56865, 6.32294, 2.65669, 3.06568, -4.06602, 2.26975, 3.11006, 2.09139, 5.18276, 6.87114, -0.604233, -1.2388, -3.06673, -5.79658, 3.10137, 6.91576, -4.48875, 0.254811
15779,6.54, -3.57821, 4.52581, -0.694581, 4.49674, 4.19391, -2.97481, -3.08076, -1.60084, 4.93465, -4.51285, 5.15837, -1.73407, 4.20279, 1.22466, 0.621542, 2.00108, 3.97541, -2.10935, -3.3614, -3.56871, 6.32335, 2.65692, 3.06583, -4.06629, 2.26974, 3.11004, 2.09158, 5.18294, 6.87119, -0.603849, -1.23876, -3.06681, -5.79698, 3.10154, 6.91598, -4.48874, 0.254811
15789,6.53988, -3.57823, 4.52597, -0.694941, 4.49686, 4.19391, -2.97496, -3.08067, -1.60074, 4.93456, -4.51302, 5.15848, -1.73427, 4.2029, 1.22454, 0.62128, 2.00105, 3.9754, -2.10948, -3.36148, -3.56877, 6.32375, 2.65716, 3.06599, -4.06657, 2.26973, 3.11003, 2.09178, 5.18312, 6.87124, -0.603465, -1.23872, -3.06688, -5.79737, 3.10171, 6.91619, -4.48873, 0.254811
15799,6.53975, -3.57825, 4.52612, -0.695301, 4.49698, 4.19391, -2.97511, -3.08058, -1.60065, 4.93447, -4.51319, 5.1586, -1.73447, 4.20301, 1.22443, 0.621017, 2.00102, 3.97539, -2.10961, -3.36156, -3.56883, 6.32415, 2.65739, 3.06614, -4.06685, 2.26972, 3.11001, 2.09197, 5.1833, 6.87128, -0.603081, -1.23868, -3.06696, -5.79777, 3.10188, 6.91641, -4.48872, 0.254811
15809,6.53962, -3.57827, 4.52628, -0.695661, 4.4971, 4.1939, -2.97526, -3.08048, -1.60055, 4.93438, -4.51336, 5.15871, -1.73467, 4.20313, 1.22431, 0.620753, 2.00099, 3.97538, -2.10974, -3.36164, -3.56888, 6.32455, 2.65762, 3.06629, -4.06712, 2.2697, 3.11, 2.09217, 5.18348, 6.87133, -0.602697, -1.23865, -3.06704, -5.79816, 3.10204, 6.91663, -4.48871, 0.254811
15819,6.53949, -3.5783, 4.52644, -0.696022, 4.49722, 4.1939, -2.97541, -3.08039, -1.60045, 4.93429, -4.51353, 5.15882, -1.73487, 4.20324, 1.22419, 0.620489, 2.00096, 3.97536, -2.10987, -3.36171, -3.56894, 6.32495, 2.65785, 3.06645, -4.0674, 2.26969, 3.10998, 2.09237, 5.18366, 6.87137, -0.602313, -1.23861, -3.06712, -5.79855, 3.10221, 6.91685, -4.4887, 0.254811
15829,6.53936, -3.57832, 4.52659, -0.696384, 4.49735, 4.19389, -2.97556, -3.0803, -1.60036, 4.93419, -4.51369, 5.15893, -1.73507, 4.20335, 1.22407, 0.620225, 2.00093, 3.97535, -2.11, -3.36179, -3.569, 6.32536, 2.65808, 3.0666, -4.06767, 2.26968, 3.10997, 2.09256, 5.18383, 6.87141, -0.601929, -1.23857, -3.06719, -5.79895, 3.10237, 6.91706, -4.48869, 0.254811
15839,6.53923, -3.57834, 4.52675, -0.696746, 4.49747, 4.19389, -2.97571, -3.0802, -1.60026, 4.9341, -4.51386, 5.15904, -1.73527, 4.20346, 1.22395, 0.61996, 2.00091, 3.97534, -2.11013, -3.36187, -3.56906, 6.32576, 2.65831, 3.06675, -4.06795, 2.26967, 3.10995, 2.09276, 5.18401, 6.87146, -0.601545, -1.23853, -3.06727, -5.79934, 3.10254, 6.91728, -4.48868, 0.254811
15849,6.5391, -3.57836, 4.52691, -0.697108, 4.49759, 4.19389, -2.97586, -3.08011, -1.60017, 4.93401, -4.51403, 5.15915, -1.73547, 4.20357, 1.22383, 0.619695, 2.00088, 3.97532, -2.11026, -3.36195, -3.56911, 6.32616, 2.65854, 3.0669, -4.06823, 2.26966, 3.10994, 2.09296, 5.18419, 6.8715, -0.601161, -1.23849, -3.06735, -5.79973, 3.10271, 6.91749, -4.48867, 0.254811
15859,6.53897, -3.57838, 4.52706, -0.697471, 4.49771, 4.19388, -2.97601, -3.08002, -1.60007, 4.93392, -4.5142, 5.15926, -1.73568, 4.20369, 1.22371, 0.619429, 2.00085, 3.97531, -2.11039, -3.36202, -3.56917, 6.32656, 2.65877, 3.06705, -4.0685, 2.26965, 3.10992, 2.09315, 5.18436, 6.87154, -0.600777, -1.23845, -3.06743, -5.80012, 3.10287, 6.91771, -4.48865, 0.254811
15869,6.53884, -3.5784, 4.52722, -0.697835, 4.49783, 4.19388, -2.97617, -3.07992, -1.59997, 4.93382, -4.51437, 5.15937, -1.73588, 4.2038, 1.22359, 0.619163, 2.00082, 3.9753, -2.11053, -3.3621, -3.56923, 6.32696, 2.659, 3.06721, -4.06878, 2.26963, 3.10991, 2.09335, 5.18454, 6.87158, -0.600393, -1.23842, -3.06751, -5.80052, 3.10304, 6.91793, -4.48864, 0.25481
15879,6.53871, -3.57842, 4.52738, -0.698199, 4.49795, 4.19388, -2.97632, -3.07983, -1.59988, 4.93373, -4.51454, 5.15948, -1.73608, 4.20391, 1.22347, 0.618897, 2.00079, 3.97528, -2.11066, -3.36218, -3.56928, 6.32737, 2.65923, 3.06736, -4.06905, 2.26962, 3.10989, 2.09355, 5.18472, 6.87163, -0.600009, -1.23838, -3.06759, -5.80091, 3.1032, 6.91814, -4.48863, 0.25481
15889,6.53858, -3.57844, 4.52753, -0.698564, 4.49807, 4.19387, -2.97647, -3.07974, -1.59978, 4.93363, -4.51471, 5.15959, -1.73628, 4.20402, 1.22336, 0.61863, 2.00076, 3.97527, -2.11079, -3.36226, -3.56934, 6.32777, 2.65946, 3.06751, -4.06933, 2.26961, 3.10988, 2.09375, 5.18489, 6.87167, -0.599626, -1.23834, -3.06767, -5.8013, 3.10337, 6.91836, -4.48862, 0.25481
15899,6.53844, -3.57846, 4.52769, -0.698929, 4.49819, 4.19387, -2.97662, -3.07964, -1.59969, 4.93354, -4.51488, 5.1597, -1.73648, 4.20413, 1.22324, 0.618362, 2.00073, 3.97526, -2.11093, -3.36234, -3.5694, 6.32817, 2.65968, 3.06766, -4.0696, 2.2696, 3.10986, 2.09394, 5.18507, 6.87171, -0.599242, -1.2383, -3.06775, -5.80169, 3.10354, 6.91857, -4.48861, 0.25481
15909,6.53831, -3.57848, 4.52785, -0.699294, 4.49832, 4.19386, -2.97678, -3.07955, -1.59959, 4.93344, -4.51505, 5.15981, -1.73668, 4.20424, 1.22312, 0.618095, 2.0007, 3.97524, -2.11106, -3.36241, -3.56946, 6.32857, 2.65991, 3.06781, -4.06988, 2.26959, 3.10985, 2.09414, 5.18524, 6.87174, -0.598858, -1.23827, -3.06784, -5.80208, 3.1037, 6.91879, -4.4886, 0.25481
15919,6.53818, -3.5785, 4.528, -0.699661, 4.49844, 4.19386, -2.97693, -3.07945, -1.59949, 4.93335, -4.51522, 5.15992, -1.73689, 4.20436, 1.223, 0.617826, 2.00066, 3.97523, -2.11119, -3.36249, -3.56951, 6.32897, 2.66014, 3.06796, -4.07015, 2.26958, 3.10983, 2.09434, 5.18542, 6.87178, -0.598474, -1.23823, -3.06792, -5.80247, 3.10387, 6.919, -4.48859, 0.25481
15929,6.53804, -3.57852, 4.52816, -0.700028, 4.49856, 4.19386, -2.97709, -3.07936, -1.5994, 4.93325, -4.51538, 5.16003, -1.73709, 4.20447, 1.22288, 0.617558, 2.00063, 3.97522, -2.11133, -3.36257, -3.56957, 6.32938, 2.66037, 3.0681, -4.07043, 2.26956, 3.10982, 2.09454, 5.18559, 6.87182, -0.59809, -1.23819, -3.068, -5.80286, 3.10403, 6.91922, -4.48858, 0.25481
15939,6.53791, -3.57854, 4.52831, -0.700395, 4.49868, 4.19385, -2.97724, -3.07926, -1.5993, 4.93316, -4.51555, 5.16014, -1.73729, 4.20458, 1.22276, 0.617289, 2.0006, 3.9752, -2.11147, -3.36265, -3.56963, 6.32978, 2.6606, 3.06825, -4.0707, 2.26955, 3.1098, 2.09474, 5.18576, 6.87186, -0.597707, -1.23815, -3.06808, -5.80325, 3.1042, 6.91943, -4.48857, 0.25481
15949,6.53778, -3.57856, 4.52847, -0.700763, 4.49881, 4.19385, -2.9774, -3.07917, -1.59921, 4.93306, -4.51572, 5.16025, -1.73749, 4.20469, 1.22264, 0.617019, 2.00057, 3.97519, -2.1116, -3.36273, -3.56968, 6.33018, 2.66082, 3.0684, -4.07097, 2.26954, 3.10979, 2.09494, 5.18594, 6.8719, -0.597323, -1.23812, -3.06817, -5.80364, 3.10436, 6.91965, -4.48856, 0.25481
15959,6.53764, -3.57857, 4.52863, -0.701131, 4.49893, 4.19384, -2.97755, -3.07907, -1.59911, 4.93296, -4.51589, 5.16036, -1.73769, 4.2048, 1.22253, 0.616749, 2.00054, 3.97517, -2.11174, -3.3628, -3.56974, 6.33058, 2.66105, 3.06855, -4.07125, 2.26953, 3.10977, 2.09514, 5.18611, 6.87193, -0.596939, -1.23808, -3.06825, -5.80403, 3.10453, 6.91986, -4.48855, 0.25481
15969,6.53751, -3.57859, 4.52878, -0.7015, 4.49905, 4.19384, -2.97771, -3.07898, -1.59901, 4.93286, -4.51606, 5.16047, -1.7379, 4.20491, 1.22241, 0.616479, 2.00051, 3.97516, -2.11188, -3.36288, -3.5698, 6.33098, 2.66128, 3.0687, -4.07152, 2.26952, 3.10976, 2.09534, 5.18628, 6.87197, -0.596555, -1.23805, -3.06833, -5.80442, 3.10469, 6.92008, -4.48854, 0.25481
15979,6.53737, -3.57861, 4.52894, -0.70187, 4.49917, 4.19384, -2.97786, -3.07888, -1.59892, 4.93276, -4.51623, 5.16058, -1.7381, 4.20502, 1.22229, 0.616208, 2.00048, 3.97515, -2.11201, -3.36296, -3.56986, 6.33139, 2.6615, 3.06884, -4.07179, 2.26951, 3.10974, 2.09554, 5.18646, 6.872, -0.596172, -1.23801, -3.06842, -5.80481, 3.10486, 6.92029, -4.48853, 0.25481
15989,6.53724, -3.57863, 4.52909, -0.70224, 4.4993, 4.19383, -2.97802, -3.07879, -1.59882, 4.93267, -4.5164, 5.16069, -1.7383, 4.20513, 1.22217, 0.615937, 2.00045, 3.97513, -2.11215, -3.36304, -3.56991, 6.33179, 2.66173, 3.06899, -4.07207, 2.26949, 3.10973, 2.09574, 5.18663, 6.87204, -0.595788, -1.23797, -3.0685, -5.8052, 3.10502, 6.92051, -4.48852, 0.25481
15999,6.5371, -3.57864, 4.52925, -0.702611, 4.49942, 4.19383, -2.97818, -3.07869, -1.59872, 4.93257, -4.51657, 5.1608, -1.7385, 4.20524, 1.22205, 0.615665, 2.00042, 3.97512, -2.11229, -3.36312, -3.56997, 6.33219, 2.66196, 3.06914, -4.07234, 2.26948, 3.10971, 2.09594, 5.1868, 6.87207, -0.595404, -1.23794, -3.06859, -5.80559, 3.10519, 6.92072, -4.48851, 0.25481
16009,6.53696, -3.57866, 4.5294, -0.702982, 4.49954, 4.19382, -2.97834, -3.07859, -1.59863, 4.93247, -4.51674, 5.16091, -1.73871, 4.20535, 1.22193, 0.615393, 2.00039, 3.97511, -2.11243, -3.3632, -3.57003, 6.33259, 2.66218, 3.06928, -4.07261, 2.26947, 3.1097, 2.09614, 5.18697, 6.87211, -0.59502, -1.2379, -3.06868, -5.80598, 3.10535, 6.92093, -4.4885, 0.254809
16019,6.53682, -3.57868, 4.52956, -0.703354, 4.49967, 4.19382, -2.97849, -3.0785, -1.59853, 4.93237, -4.51691, 5.16102, -1.73891, 4.20546, 1.22181, 0.61512, 2.00035, 3.97509, -2.11257, -3.36327, -3.57008, 6.333, 2.66241, 3.06943, -4.07289, 2.26946, 3.10968, 2.09634, 5.18714, 6.87214, -0.594637, -1.23787, -3.06876, -5.80637, 3.10552, 6.92115, -4.48849, 0.254809
16029,6.53669, -3.57869, 4.52972, -0.703726, 4.49979, 4.19382, -2.97865, -3.0784, -1.59843, 4.93227, -4.51707, 5.16113, -1.73911, 4.20557, 1.2217, 0.614847, 2.00032, 3.97508, -2.11271, -3.36335, -3.57014, 6.3334, 2.66263, 3.06957, -4.07316, 2.26945, 3.10967, 2.09654, 5.18731, 6.87217, -0.594253, -1.23783, -3.06885, -5.80675, 3.10568, 6.92136, -4.48848, 0.254809
16039,6.53655, -3.57871, 4.52987, -0.704099, 4.49991, 4.19381, -2.97881, -3.0783, -1.59834, 4.93217, -4.51724, 5.16124, -1.73932, 4.20568, 1.22158, 0.614574, 2.00029, 3.97506, -2.11285, -3.36343, -3.5702, 6.3338, 2.66286, 3.06972, -4.07343, 2.26944, 3.10965, 2.09674, 5.18748, 6.8722, -0.593869, -1.2378, -3.06893, -5.80714, 3.10585, 6.92158, -4.48847, 0.254809
16049,6.53641, -3.57872, 4.53003, -0.704473, 4.50004, 4.19381, -2.97897, -3.07821, -1.59824, 4.93206, -4.51741, 5.16135, -1.73952, 4.20579, 1.22146, 0.6143, 2.00026, 3.97505, -2.11299, -3.36351, -3.57025, 6.3342, 2.66308, 3.06986, -4.0737, 2.26942, 3.10964, 2.09695, 5.18765, 6.87223, -0.593486, -1.23776, -3.06902, -5.80753, 3.10601, 6.92179, -4.48846, 0.254809
16059,6.53627, -3.57874, 4.53018, -0.704847, 4.50016, 4.1938, -2.97913, -3.07811, -1.59814, 4.93196, -4.51758, 5.16146, -1.73972, 4.2059, 1.22134, 0.614025, 2.00023, 3.97504, -2.11313, -3.36359, -3.57031, 6.3346, 2.66331, 3.07001, -4.07397, 2.26941, 3.10962, 2.09715, 5.18782, 6.87227, -0.593102, -1.23773, -3.06911, -5.80792, 3.10618, 6.922, -4.48844, 0.254809
16069,6.53613, -3.57875, 4.53034, -0.705221, 4.50029, 4.1938, -2.97929, -3.07801, -1.59805, 4.93186, -4.51775, 5.16157, -1.73992, 4.20601, 1.22122, 0.61375, 2.00019, 3.97502, -2.11328, -3.36367, -3.57037, 6.33501, 2.66353, 3.07015, -4.07425, 2.2694, 3.10961, 2.09735, 5.18799, 6.8723, -0.592718, -1.2377, -3.0692, -5.8083, 3.10634, 6.92221, -4.48843, 0.254809
16079,6.53599, -3.57877, 4.53049, -0.705597, 4.50041, 4.1938, -2.97945, -3.07791, -1.59795, 4.93176, -4.51792, 5.16168, -1.74013, 4.20612, 1.2211, 0.613475, 2.00016, 3.97501, -2.11342, -3.36375, -3.57042, 6.33541, 2.66375, 3.0703, -4.07452, 2.26939, 3.1096, 2.09755, 5.18816, 6.87233, -0.592334, -1.23766, -3.06929, -5.80869, 3.10651, 6.92243, -4.48842, 0.254809
16089,6.53585, -3.57878, 4.53065, -0.705973, 4.50054, 4.19379, -2.97961, -3.07781, -1.59785, 4.93166, -4.51809, 5.16178, -1.74033, 4.20623, 1.22099, 0.613199, 2.00013, 3.97499, -2.11356, -3.36382, -3.57048, 6.33581, 2.66398, 3.07044, -4.07479, 2.26938, 3.10958, 2.09776, 5.18833, 6.87235, -0.591951, -1.23763, -3.06938, -5.80908, 3.10667, 6.92264, -4.48841, 0.254809
16099,6.53571, -3.5788, 4.53081, -0.706349, 4.50066, 4.19379, -2.97977, -3.07772, -1.59776, 4.93155, -4.51826, 5.16189, -1.74053, 4.20634, 1.22087, 0.612923, 2.0001, 3.97498, -2.11371, -3.3639, -3.57054, 6.33621, 2.6642, 3.07058, -4.07506, 2.26937, 3.10957, 2.09796, 5.1885, 6.87238, -0.591567, -1.2376, -3.06947, -5.80946, 3.10683, 6.92285, -4.4884, 0.254809
16109,6.53557, -3.57881, 4.53096, -0.706726, 4.50079, 4.19378, -2.97993, -3.07762, -1.59766, 4.93145, -4.51843, 5.162, -1.74074, 4.20645, 1.22075, 0.612646, 2.00006, 3.97496, -2.11385, -3.36398, -3.57059, 6.33662, 2.66442, 3.07072, -4.07533, 2.26935, 3.10955, 2.09816, 5.18866, 6.87241, -0.591183, -1.23756, -3.06956, -5.80985, 3.107, 6.92306, -4.48839, 0.254809
16119,6.53543, -3.57882, 4.53112, -0.707104, 4.50091, 4.19378, -2.9801, -3.07752, -1.59756, 4.93134, -4.51859, 5.16211, -1.74094, 4.20656, 1.22063, 0.612369, 2.00003, 3.97495, -2.11399, -3.36406, -3.57065, 6.33702, 2.66465, 3.07087, -4.0756, 2.26934, 3.10954, 2.09837, 5.18883, 6.87244, -0.590799, -1.23753, -3.06965, -5.81023, 3.10716, 6.92328, -4.48838, 0.254809
16129,6.53529, -3.57884, 4.53127, -0.707482, 4.50104, 4.19378, -2.98026, -3.07742, -1.59747, 4.93124, -4.51876, 5.16222, -1.74114, 4.20667, 1.22051, 0.612091, 2, 3.97494, -2.11414, -3.36414, -3.5707, 6.33742, 2.66487, 3.07101, -4.07587, 2.26933, 3.10952, 2.09857, 5.189, 6.87246, -0.590415, -1.2375, -3.06974, -5.81062, 3.10733, 6.92349, -4.48837, 0.254809
